"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NAZ","","","","","","",""
"NAVI","","","","","","",""
"NAVB","","","","","","",""
"NAV","","","","","","",""
"NATR","","","","","","",""
"NATI","","","","","","",""
"NATH","","","","","","",""
"NAT","","","","","","",""
"NARI","","","","","","",""
"NAPR","","","","","","",""
"NAOV","","","","","","",""
"NANR","","","","","","",""
"NAN","","","","","","",""
"NAKD","","","","","","",""
"NAK","","","","","","",""
"NAIL","","","","","","",""
"NAII","","","","","","",""
"NAD","","","","","","",""
"NACP","","","","","","",""
"NAC","","","","","","",""
"MZZ","","","","","","",""
"MZA","","","","","","",""
"MYY","","","","","","",""
"MYT","","","","","","",""
"MYSZ","","","","","","",""
"MYRG","","","","","","",""
"MYOV","","","","","","",""
"MYO","","","","","","",""
"MYN","","","","","","",""
"MYJ","","","","","","",""
"MYI","","","","","","",""
"MYGN","","","","","","",""
"MYFW","","","","","","",""
"MYF","","","","","","",""
"MYE","","","","","","",""
"MYD","","","","","","",""
"MYC","","","","","","",""
"MXL","","","","","","",""
"MXIM","","","","","","",""
"MXI","","","","","","",""
"MXF","","","","","","",""
"MXE","","","","","","",""
"MXDU","","","","","","",""
"MXC","","","","","","",""
"MX","","","","","","",""
"MWK","","","","","","",""
"MWA","","","","","","",""
"MVV","","","","","","",""
"MVT","","","","","","",""
"MVRL","","","","","","",""
"MVO","","","","","","",""
"MVIS","","","","","","",""
"MVIN","","","","","","",""
"MVF","","","","","","",""
"MVCD","","","","","","",""
"MVC","","","","","","",""
"MVBF","","","","","","",""
"MUX","","","","","","",""
"MUST","","","","","","",""
"MUSA","","","","","","",""
"MUS","","","","","","",""
"MUR","","","","","","",""
"MUNI","","","","","","",""
"MUJ","","","","","","",""
"MUI","","","","","","",""
"MUH","","","","","","",""
"MUFG","","","","","","",""
"MUE","","","","","","",""
"MUC","","","","","","",""
"MUB","","","","","","",""
"MUA","","","","","","",""
"MU","","","","","","",""
"MTZ","","","","","","",""
"MTX","","","","","","",""
"MTW","","","","","","",""
"MTUM","","","","","","",""
"MTT","","","","","","",""
"MTSL","","","","","","",""
"MTSI","","","","","","",""
"MTSC","","","","","","",""
"MTRX","","","","","","",""
"MTRN","","","","","","",""
"MTR","","","","","","",""
"MTP","","","","","","",""
"MTOR","","","","","","",""
"MTNB","","","","","","",""
"MTN","","","","","","",""
"MTLS","","","","","","",""
"MTL","","","","","","",""
"MTH","","","","","","",""
"MTGP","","","","","","",""
"MTG","","","","","","",""
"MTEX","","","","","","",""
"MTEM","","","","","","",""
"MTDR","","","","","","",""
"MTD","","","","","","",""
"MTCR","","","","","","",""
"MTCN","","","","","","",""
"MTCH","","","","","","",""
"MTC","","","","","","",""
"MTBCP","","","","","","",""
"MTBC","","","","","","",""
"MTB","","","","","","",""
"MTA","","","","","","",""
"MT","","","","","","",""
"MSVX","","","","","","",""
"MSVB","","","","","","",""
"MSTR","","","","","","",""
"MSTB","","","","","","",""
"MSP","","","","","","",""
"MSOS","","","","","","",""
"MSON","","","","","","",""
"MSN","","","","","","",""
"MSM","","","","","","",""
"MSI","","","","","","",""
"MSGS","","","","","","",""
"MSGN","","","","","","",""
"MSGE","","","","","","",""
"MSFT","","","","","","",""
"MSEX","","","","","","",""
"MSD","","","","","","",""
"MSCI","","","","","","",""
"MSC","","","","","","",""
"MSBI","","","","","","",""
"MSB","","","","","","",""
"MSA","","","","","","",""
"MS","","","","","","",""
"MRVL","","","","","","",""
"MRUS","","","","","","",""
"MRTX","","","","","","",""
"MRTN","","","","","","",""
"MRSN","","","","","","",""
"MRSK","","","","","","",""
"MRO","","","","","","",""
"MRNS","","","","","","",""
"MRNA","","","","","","",""
"MRLN","","","","","","",""
"MRKR","","","","","","",""
"MRK","","","","","","",""
"MRIN","","","","","","",""
"MRGR","","","","","","",""
"MREO","","","","","","",""
"MRCY","","","","","","",""
"MRCCL","","","","","","",""
"MRCC","","","","","","",""
"MRC","","","","","","",""
"MRBK","","","","","","",""
"MRAM","","","","","","",""
"MQY","","","","","","",""
"MQT","","","","","","",""
"MPX","","","","","","",""
"MPWR","","","","","","",""
"MPW","","","","","","",""
"MPV","","","","","","",""
"MPLX","","","","","","",""
"MPLN","","","","","","",""
"MPC","","","","","","",""
"MPB","","","","","","",""
"MPAA","","","","","","",""
"MPA","","","","","","",""
"MP","","","","","","",""
"MOXC","","","","","","",""
"MOV","","","","","","",""
"MOTS","","","","","","",""
"MOTO","","","","","","",""
"MOTNU","","","","","","",""
"MOTI","","","","","","",""
"MOSY","","","","","","",""
"MOS","","","","","","",""
"MORT","","","","","","",""
"MORN","","","","","","",""
"MORF","","","","","","",""
"MOR","","","","","","",""
"MOON","","","","","","",""
"MOO","","","","","","",""
"MOMO","","","","","","",""
"MOM","","","","","","",""
"MOHO","","","","","","",""
"MOH","","","","","","",""
"MOGU","","","","","","",""
"MOGO","","","","","","",""
"MOFG","","","","","","",""
"MODN","","","","","","",""
"MOD","","","","","","",""
"MOBL","","","","","","",""
"MOAT","","","","","","",""
"MO","","","","","","",""
"MNTX","","","","","","",""
"MNST","","","","","","",""
"MNSO","","","","","","",""
"MNSBP","","","","","","",""
"MNSB","","","","","","",""
"MNRO","","","","","","",""
"MNRL","","","","","","",""
"MNR","","","","","","",""
"MNPR","","","","","","",""
"MNP","","","","","","",""
"MNOV","","","","","","",""
"MNKD","","","","","","",""
"MNDO","","","","","","",""
"MNCLW","","","","","","",""
"MNCLU","","","","","","",""
"MNCL","","","","","","",""
"MNA","","","","","","",""
"MN","","","","","","",""
"MMYT","","","","","","",""
"MMX","","","","","","",""
"MMU","","","","","","",""
"MMTM","","","","","","",""
"MMT","","","","","","",""
"MMSI","","","","","","",""
"MMS","","","","","","",""
"MMP","","","","","","",""
"MMM","","","","","","",""
"MMLP","","","","","","",""
"MMLG","","","","","","",""
"MMIT","","","","","","",""
"MMIN","","","","","","",""
"MMI","","","","","","",""
"MMD","","","","","","",""
"MMC","","","","","","",""
"MMAC","","","","","","",""
"MLVF","","","","","","",""
"MLSS","","","","","","",""
"MLR","","","","","","",""
"MLPY","","","","","","",""
"MLPX","","","","","","",""
"MLPR","","","","","","",""
"MLPO","","","","","","",""
"MLPI","","","","","","",""
"MLPG","","","","","","",""
"MLPB","","","","","","",""
"MLPA","","","","","","",""
"MLP","","","","","","",""
"MLND","","","","","","",""
"MLN","","","","","","",""
"MLM","","","","","","",""
"MLI","","","","","","",""
"MLHR","","","","","","",""
"MLCO","","","","","","",""
"MLACW","","","","","","",""
"MLACU","","","","","","",""
"MLAC","","","","","","",""
"MLAB","","","","","","",""
"MKTX","","","","","","",""
"MKSI","","","","","","",""
"MKL","","","","","","",""
"MKGI","","","","","","",""
"MKD","","","","","","",""
"MKC","","","","","","",""
"MJO","","","","","","",""
"MJJ","","","","","","",""
"MJ","","","","","","",""
"MIY","","","","","","",""
"MIXT","","","","","","",""
"MITT","","","","","","",""
"MITO","","","","","","",""
"MITK","","","","","","",""
"MIST","","","","","","",""
"MIRM","","","","","","",""
"MINT","","","","","","",""
"MINDP","","","","","","",""
"MIND","","","","","","",""
"MINC","","","","","","",""
"MIN","","","","","","",""
"MIME","","","","","","",""
"MILN","","","","","","",""
"MIK","","","","","","",""
"MIE","","","","","","",""
"MIDU","","","","","","",""
"MIDF","","","","","","",""
"MIDD","","","","","","",""
"MID","","","","","","",""
"MICT","","","","","","",""
"MIC","","","","","","",""
"MHO","","","","","","",""
"MHNC","","","","","","",""
"MHN","","","","","","",""
"MHLD","","","","","","",""
"MHLA","","","","","","",""
"MHK","","","","","","",""
"MHI","","","","","","",""
"MHH","","","","","","",""
"MHF","","","","","","",""
"MHE","","","","","","",""
"MHD","","","","","","",""
"MGYR","","","","","","",""
"MGY","","","","","","",""
"MGV","","","","","","",""
"MGU","","","","","","",""
"MGTX","","","","","","",""
"MGTA","","","","","","",""
"MGRC","","","","","","",""
"MGRB","","","","","","",""
"MGR","","","","","","",""
"MGPI","","","","","","",""
"MGP","","","","","","",""
"MGNX","","","","","","",""
"MGNI","","","","","","",""
"MGM","","","","","","",""
"MGLN","","","","","","",""
"MGK","","","","","","",""
"MGIC","","","","","","",""
"MGI","","","","","","",""
"MGF","","","","","","",""
"MGEN","","","","","","",""
"MGEE","","","","","","",""
"MGC","","","","","","",""
"MGA","","","","","","",""
"MG","","","","","","",""
"MFV","","","","","","",""
"MFUS","","","","","","",""
"MFT","","","","","","",""
"MFO","","","","","","",""
"MFNC","","","","","","",""
"MFMS","","","","","","",""
"MFM","","","","","","",""
"MFL","","","","","","",""
"MFINL","","","","","","",""
"MFIN","","","","","","",""
"MFH","","","","","","",""
"MFGP","","","","","","",""
"MFG","","","","","","",""
"MFEM","","","","","","",""
"MFDX","","","","","","",""
"MFD","","","","","","",""
"MFC","","","","","","",""
"MFAC","","","","","","",""
"MFA","","","","","","",""
"MEXX","","","","","","",""
"METXW","","","","","","",""
"METX","","","","","","",""
"METC","","","","","","",""
"MET","","","","","","",""
"MESO","","","","","","",""
"MESA","","","","","","",""
"MERC","","","","","","",""
"MEOH","","","","","","",""
"MEN","","","","","","",""
"MELI","","","","","","",""
"MEIP","","","","","","",""
"MEI","","","","","","",""
"MEG","","","","","","",""
"MEDS","","","","","","",""
"MEDP","","","","","","",""
"MED","","","","","","",""
"MEC","","","","","","",""
"MEAR","","","","","","",""
"MDYV","","","","","","",""
"MDYG","","","","","","",""
"MDY","","","","","","",""
"MDXG","","","","","","",""
"MDWD","","","","","","",""
"MDVL","","","","","","",""
"MDU","","","","","","",""
"MDT","","","","","","",""
"MDRX","","","","","","",""
"MDRRP","","","","","","",""
"MDRR","","","","","","",""
"MDP","","","","","","",""
"MDNA","","","","","","",""
"MDLZ","","","","","","",""
"MDLY","","","","","","",""
"MDLX","","","","","","",""
"MDLQ","","","","","","",""
"MDLA","","","","","","",""
"MDJH","","","","","","",""
"MDIV","","","","","","",""
"MDIA","","","","","","",""
"MDGSW","","","","","","",""
"MDGS","","","","","","",""
"MDGL","","","","","","",""
"MDCA","","","","","","",""
"MDC","","","","","","",""
"MDB","","","","","","",""
"MD","","","","","","",""
"MCY","","","","","","",""
"MCX","","","","","","",""
"MCV","","","","","","",""
"MCS","","","","","","",""
"MCRO","","","","","","",""
"MCRI","","","","","","",""
"MCRB","","","","","","",""
"MCR","","","","","","",""
"MCO","","","","","","",""
"MCN","","","","","","",""
"MCMJW","","","","","","",""
"MCMJ","","","","","","",""
"MCK","","","","","","",""
"MCI","","","","","","",""
"MCHX","","","","","","",""
"MCHP","","","","","","",""
"MCHI","","","","","","",""
"MCFT","","","","","","",""
"MCFE","","","","","","",""
"MCF","","","","","","",""
"MCEP","","","","","","",""
"MCEF","","","","","","",""
"MCD","","","","","","",""
"MCC","","","","","","",""
"MCBS","","","","","","",""
"MCBC","","","","","","",""
"MCB","","","","","","",""
"MCACU","","","","","","",""
"MCACR","","","","","","",""
"MCAC","","","","","","",""
"MCA","","","","","","",""
"MC","","","","","","",""
"MBWM","","","","","","",""
"MBUU","","","","","","",""
"MBT","","","","","","",""
"MBSD","","","","","","",""
"MBRX","","","","","","",""
"MBOT","","","","","","",""
"MBNKP","","","","","","",""
"MBIO","","","","","","",""
"MBINP","","","","","","",""
"MBINO","","","","","","",""
"MBIN","","","","","","",""
"MBII","","","","","","",""
"MBI","","","","","","",""
"MBCN","","","","","","",""
"MBB","","","","","","",""
"MAYS","","","","","","",""
"MAXR","","","","","","",""
"MAXN","","","","","","",""
"MAX","","","","","","",""
"MAV","","","","","","",""
"MATX","","","","","","",""
"MATW","","","","","","",""
"MAT","","","","","","",""
"MASI","","","","","","",""
"MAS","","","","","","",""
"MARPS","","","","","","",""
"MARK","","","","","","",""
"MARB","","","","","","",""
"MARA","","","","","","",""
"MAR","","","","","","",""
"MANU","","","","","","",""
"MANT","","","","","","",""
"MANH","","","","","","",""
"MAN","","","","","","",""
"MAIN","","","","","","",""
"MAGS","","","","","","",""
"MAGA","","","","","","",""
"MAG","","","","","","",""
"MACUU","","","","","","",""
"MACK","","","","","","",""
"MAC","","","","","","",""
"MAAX","","","","","","",""
"MAACU","","","","","","",""
"MAA","","","","","","",""
"MA","","","","","","",""
"M","","","","","","",""
"LZB","","","","","","",""
"LYV","","","","","","",""
"LYTS","","","","","","",""
"LYRA","","","","","","",""
"LYL","","","","","","",""
"LYG","","","","","","",""
"LYFT","","","","","","",""
"LYFE","","","","","","",""
"LYB","","","","","","",""
"LXU","","","","","","",""
"LXRX","","","","","","",""
"LXP","","","","","","",""
"LXFR","","","","","","",""
"LXEH","","","","","","",""
"LX","","","","","","",""
"LWAY","","","","","","",""
"LW","","","","","","",""
"LVS","","","","","","",""
"LVHI","","","","","","",""
"LVHD","","","","","","",""
"LUXAU","","","","","","",""
"LUV","","","","","","",""
"LUNG","","","","","","",""
"LUNA","","","","","","",""
"LUMO","","","","","","",""
"LUMN","","","","","","",""
"LULU","","","","","","",""
"LUB","","","","","","",""
"LU","","","","","","",""
"LTRX","","","","","","",""
"LTRPB","","","","","","",""
"LTRPA","","","","","","",""
"LTRN","","","","","","",""
"LTPZ","","","","","","",""
"LTL","","","","","","",""
"LTHM","","","","","","",""
"LTC","","","","","","",""
"LTBR","","","","","","",""
"LSXMK","","","","","","",""
"LSXMB","","","","","","",""
"LSXMA","","","","","","",""
"LSTR","","","","","","",""
"LSST","","","","","","",""
"LSPD","","","","","","",""
"LSLT","","","","","","",""
"LSI","","","","","","",""
"LSF","","","","","","",""
"LSCC","","","","","","",""
"LSBK","","","","","","",""
"LSAT","","","","","","",""
"LSAF","","","","","","",""
"LSACW","","","","","","",""
"LSACU","","","","","","",""
"LSAC","","","","","","",""
"LRNZ","","","","","","",""
"LRN","","","","","","",""
"LRMR","","","","","","",""
"LRGF","","","","","","",""
"LRGE","","","","","","",""
"LRCX","","","","","","",""
"LQDT","","","","","","",""
"LQDI","","","","","","",""
"LQDH","","","","","","",""
"LQDA","","","","","","",""
"LQD","","","","","","",""
"LPX","","","","","","",""
"LPTX","","","","","","",""
"LPTH","","","","","","",""
"LPSN","","","","","","",""
"LPRO","","","","","","",""
"LPLA","","","","","","",""
"LPL","","","","","","",""
"LPI","","","","","","",""
"LPG","","","","","","",""
"LPCN","","","","","","",""
"LOWC","","","","","","",""
"LOW","","","","","","",""
"LOVE","","","","","","",""
"LOV","","","","","","",""
"LOUP","","","","","","",""
"LORL","","","","","","",""
"LOPE","","","","","","",""
"LOOP","","","","","","",""
"LOMA","","","","","","",""
"LOGI","","","","","","",""
"LOGC","","","","","","",""
"LODE","","","","","","",""
"LOCO","","","","","","",""
"LOB","","","","","","",""
"LOAN","","","","","","",""
"LOAK","","","","","","",""
"LOACW","","","","","","",""
"LOACU","","","","","","",""
"LOACR","","","","","","",""
"LOAC","","","","","","",""
"LNTH","","","","","","",""
"LNT","","","","","","",""
"LNSR","","","","","","",""
"LNN","","","","","","",""
"LNGR","","","","","","",""
"LNG","","","","","","",""
"LNDC","","","","","","",""
"LND","","","","","","",""
"LNC","","","","","","",""
"LN","","","","","","",""
"LMT","","","","","","",""
"LMST","","","","","","",""
"LMRKP","","","","","","",""
"LMRKO","","","","","","",""
"LMRKN","","","","","","",""
"LMRK","","","","","","",""
"LMPX","","","","","","",""
"LMNX","","","","","","",""
"LMNR","","","","","","",""
"LMNL","","","","","","",""
"LMND","","","","","","",""
"LMLB","","","","","","",""
"LMFA","","","","","","",""
"LMBS","","","","","","",""
"LMB","","","","","","",""
"LMAT","","","","","","",""
"LLY","","","","","","",""
"LLNW","","","","","","",""
"LLIT","","","","","","",""
"LL","","","","","","",""
"LKQ","","","","","","",""
"LKOR","","","","","","",""
"LKFN","","","","","","",""
"LKCO","","","","","","",""
"LJPC","","","","","","",""
"LIZI","","","","","","",""
"LIVX","","","","","","",""
"LIVN","","","","","","",""
"LIVKW","","","","","","",""
"LIVKU","","","","","","",""
"LIVK","","","","","","",""
"LIVE","","","","","","",""
"LIV","","","","","","",""
"LITE","","","","","","",""
"LITB","","","","","","",""
"LIT","","","","","","",""
"LIQT","","","","","","",""
"LINX","","","","","","",""
"LIND","","","","","","",""
"LINC","","","","","","",""
"LIN","","","","","","",""
